COREF,start_token,end_token,prop,cat,text
124,24974,24974,PRON,PER,me
108,24982,24982,PROP,PER,Logan
124,24986,24986,PRON,PER,You
124,24991,24991,PRON,PER,your
2549,24995,24995,PRON,PER,We
412,25004,25004,NOM,GPE,town
2549,25022,25022,PRON,PER,our
108,25035,25035,PRON,PER,I
124,25039,25039,PROP,PER,Sage
108,25044,25044,PRON,PER,I
124,25050,25050,PRON,PER,she
108,25053,25053,PRON,PER,me
108,25056,25056,PRON,PER,me
124,25058,25058,PRON,PER,her
124,25063,25063,PRON,PER,her
108,25066,25066,PRON,PER,I
124,25070,25070,PRON,PER,her
124,25074,25074,PROP,PER,Sage
124,25077,25077,PRON,PER,her
2549,25083,25083,PRON,PER,we
2552,25085,25086,NOM,FAC,the highway
124,25088,25088,PROP,PER,Sage
108,25091,25091,PRON,PER,me
0,25094,25094,PRON,PER,I
846,25102,25102,PRON,PER,you
486,25104,25104,NOM,FAC,school
846,25111,25111,PRON,PER,I
846,25114,25114,PRON,PER,I
846,25124,25124,PRON,PER,my
846,25129,25129,PRON,PER,I
108,25138,25138,PROP,PER,Logan
0,25140,25140,PRON,PER,I
124,25145,25145,PROP,PER,Sage
124,25153,25153,PRON,PER,she
124,25158,25158,PRON,PER,She
124,25175,25175,PRON,PER,her
124,25182,25182,PRON,PER,she
124,25190,25190,PRON,PER,She
124,25206,25206,PRON,PER,I
2553,25208,25211,NOM,PER,the only person nearby
124,25214,25214,PROP,PER,Sage
124,25217,25217,PRON,PER,She
124,25220,25220,PRON,PER,her
148,25230,25230,PROP,PER,TYie
2554,25230,25234,NOM,FAC,TYie few stores in Boyer
12,25234,25234,PROP,GPE,Boyer
2554,25237,25237,PRON,PER,their
685,25245,25246,NOM,GPE,The town
758,25245,25247,NOM,PER,The town council
2557,25253,25254,NOM,FAC,Vets park
124,25267,25267,PRON,PER,I
2558,25276,25276,PRON,PER,we
124,25283,25283,PRON,PER,I
114,25290,25290,PROP,PER,Mom
61,25308,25308,PROP,PER,Higbee
109,25311,25311,PROP,PER,Boyer
120,25319,25319,PROP,PER,Tim
136,25321,25321,PROP,PER,Dawn
124,25333,25333,PRON,PER,I
124,25335,25335,PRON,PER,my
112,25339,25339,PROP,PER,Brenda
124,25347,25347,PROP,PER,Sage
124,25349,25349,PRON,PER,I
425,25357,25358,NOM,FAC,the lobby
124,25362,25362,PROP,PER,Sage
124,25364,25364,PRON,PER,me
2560,25375,25377,NOM,PER,the other students
2558,25379,25379,PRON,PER,We
2561,25383,25383,NOM,FAC,bio
122,25400,25401,PROP,PER,Mr. Elmer
2558,25405,25405,PRON,PER,us
122,25411,25411,PRON,PER,he
124,25415,25415,PROP,PER,Sage
2558,25423,25423,PRON,PER,we
601,25427,25428,NOM,PER,each other
124,25432,25432,PRON,PER,I
124,25438,25438,PRON,PER,my
124,25450,25450,PRON,PER,me
124,25458,25458,PROP,PER,Sage
124,25461,25461,PRON,PER,me
2300,25463,25464,NOM,FAC,the track
2564,25467,25468,NOM,FAC,the gym
124,25471,25471,PRON,PER,my
127,25480,25480,PROP,PER,Tammi
2558,25490,25490,PRON,PER,we
2565,25492,25495,NOM,FAC,the high school grounds
124,25497,25497,PROP,PER,Sage
124,25502,25502,PRON,PER,me
332,25503,25503,NOM,FAC,home
110,25518,25519,PROP,FAC,Jack ’s
2558,25531,25531,PRON,PER,we
2558,25542,25542,PRON,PER,we
124,25554,25554,PROP,PER,Sage
124,25557,25557,PRON,PER,me
124,25568,25568,PRON,PER,she
124,25571,25571,PRON,PER,me
332,25573,25573,NOM,FAC,home
124,25588,25588,PRON,PER,me
124,25591,25591,PRON,PER,she
114,25598,25598,PROP,PER,Mom
124,25602,25602,PRON,PER,her
124,25607,25607,PRON,PER,she
124,25611,25611,PRON,PER,me
124,25617,25617,PRON,PER,her
114,25625,25625,PROP,PER,Mom
124,25627,25627,PRON,PER,I
2568,25630,25632,NOM,PER,a new girlfriend
124,25636,25636,PRON,PER,I
124,25638,25638,PROP,PER,Sage
124,25646,25646,PRON,PER,she
124,25653,25653,PRON,PER,I
124,25664,25664,PROP,PER,Sage
2569,25666,25668,NOM,PER,a good friend
124,25670,25670,PRON,PER,I
124,25675,25675,PRON,PER,her
124,25701,25701,PRON,PER,she
124,25704,25704,PRON,PER,me
124,25706,25706,PRON,PER,her
124,25710,25710,PRON,PER,her
2272,25710,25711,NOM,PER,her sister
124,25716,25716,PRON,PER,She
124,25719,25719,PRON,PER,her
124,25722,25722,PRON,PER,my
124,25734,25734,PRON,PER,She
124,25736,25736,PRON,PER,my
124,25747,25747,PRON,PER,I
124,25751,25751,PRON,PER,my
124,25754,25754,PRON,PER,her
124,25757,25757,PRON,PER,her
124,25762,25762,PRON,PER,she
124,25767,25767,PROP,PER,Sage
124,25773,25773,PRON,PER,her
124,25779,25779,PRON,PER,her
766,25779,25780,NOM,FAC,her home
124,25782,25782,PRON,PER,her
124,25787,25787,PRON,PER,she
124,25793,25793,PRON,PER,her
2272,25793,25794,NOM,PER,her sister
127,25796,25796,PROP,PER,Tammi
681,25799,25800,NOM,PER,a boyfriend
2574,25804,25806,NOM,FAC,the French club
2575,25811,25814,NOM,PER,a group of friends
2374,25814,25814,NOM,PER,friends
124,25817,25817,PROP,PER,Sage
124,25837,25837,PRON,PER,me
124,25842,25842,PRON,PER,I
2577,25845,25848,NOM,PER,a woman in prison
2578,25848,25848,NOM,FAC,prison
124,25850,25850,PRON,PER,I
124,25853,25853,PRON,PER,her
124,25856,25856,PRON,PER,she
365,25859,25860,NOM,PER,someone else
124,25871,25871,PRON,PER,I
124,25874,25874,PRON,PER,her
124,25876,25876,PRON,PER,she
2580,25878,25879,NOM,PER,the warden
124,25882,25882,PRON,PER,she
124,25884,25884,PRON,PER,me
124,25889,25889,PROP,PER,Sage
124,25892,25892,PRON,PER,me
124,25898,25898,PRON,PER,she
124,25903,25903,PRON,PER,I
668,25917,25918,NOM,PER,no one
124,25919,25919,PRON,PER,I
124,25927,25927,PRON,PER,my
354,25927,25928,NOM,PER,my mother
150,25936,25937,PROP,PER,Norman Bates
124,25939,25939,PRON,PER,my
120,25942,25942,PROP,PER,Tim
124,25945,25945,PRON,PER,me
124,25955,25955,PROP,PER,Sage
110,25957,25957,PROP,PER,Jack
124,25962,25962,PROP,PER,Sage
124,25964,25964,PRON,PER,I
110,25970,25970,PRON,PER,he
124,25973,25973,PRON,PER,me
2583,25980,25980,PRON,PER,we
2583,25985,25985,PRON,PER,our
2584,25992,25994,NOM,LOC,an ideal world
124,25996,25996,PRON,PER,I
821,25999,26000,NOM,PER,a father
124,26001,26001,PRON,PER,I
2586,26017,26020,NOM,PER,some young black teacher
124,26021,26021,PRON,PER,I
124,26039,26039,PRON,PER,I
2587,26042,26043,NOM,FAC,the commons
486,26045,26045,NOM,FAC,school
124,26053,26053,PRON,PER,my
2589,26058,26059,NOM,PER,a toddler
403,26061,26062,NOM,FAC,The school
2591,26077,26080,NOM,PER,not too many students
124,26087,26087,PRON,PER,I
124,26095,26095,PRON,PER,I
124,26101,26101,PROP,PER,Sage
2592,26101,26103,NOM,FAC,Sage ’s locker
124,26105,26105,PRON,PER,her
124,26108,26108,PRON,PER,me
124,26111,26111,PRON,PER,I
124,26115,26115,PRON,PER,her
124,26124,26124,PRON,PER,her
124,26125,26125,PRON,PER,her
124,26128,26128,PRON,PER,I
46,26135,26138,PROP,FAC,the Wal - Mart
15,26140,26140,PROP,GPE,Moberly
124,26145,26145,PRON,PER,I
124,26147,26147,PRON,PER,she
124,26156,26156,PRON,PER,her
124,26158,26158,PRON,PER,I
124,26163,26163,PRON,PER,her
124,26171,26171,PRON,PER,she
124,26176,26176,PRON,PER,I
124,26189,26189,PRON,PER,I
124,26203,26203,PRON,PER,I
124,26219,26219,PRON,PER,I
2593,26228,26230,NOM,PER,an actual celebrity
124,26239,26239,PRON,PER,I
124,26245,26245,PRON,PER,I
124,26254,26254,PROP,PER,Sage
124,26258,26258,PRON,PER,my
112,26272,26272,PROP,PER,Brenda
124,26274,26274,PRON,PER,I
112,26281,26281,PRON,PER,her
112,26283,26283,PRON,PER,she
112,26287,26287,PRON,PER,she
124,26291,26291,PRON,PER,me
112,26300,26300,PRON,PER,She
124,26302,26302,PRON,PER,my
124,26308,26308,PRON,PER,my
112,26313,26313,PROP,PER,Brenda
124,26317,26317,PRON,PER,me
2594,26326,26332,NOM,ORG,the most popular team in the area
2595,26331,26332,NOM,GPE,the area
124,26334,26334,PRON,PER,I
112,26341,26341,PRON,PER,her
124,26342,26342,PRON,PER,I
2596,26344,26346,NOM,PER,a Rams fan
0,26352,26352,PRON,PER,me
124,26355,26355,PROP,PER,Sage
124,26359,26359,PRON,PER,me
124,26374,26374,PRON,PER,I
848,26390,26390,PRON,PER,you
124,26395,26395,PRON,PER,she
0,26408,26408,PRON,PER,I
848,26420,26420,PRON,PER,you
124,26428,26428,PRON,PER,She
124,26436,26436,PRON,PER,she
124,26443,26443,PRON,PER,she
108,26452,26452,PRON,PER,I
108,26457,26457,PRON,PER,I
108,26472,26472,PROP,PER,Logan
124,26479,26479,PRON,PER,she
108,26489,26489,PRON,PER,you
124,26492,26492,PRON,PER,Her
108,26496,26496,PRON,PER,I
124,26501,26501,PRON,PER,she
848,26510,26510,PRON,PER,I
848,26520,26520,PRON,PER,myself
848,26525,26525,PRON,PER,I
124,26530,26530,PROP,PER,Sage
848,26538,26538,PRON,PER,yours
124,26541,26541,PRON,PER,She
848,26543,26543,PRON,PER,me
2597,26600,26603,NOM,ORG,the University of Missouri
7,26603,26603,PROP,GPE,Missouri
124,26619,26619,PROP,PER,Sage
124,26623,26623,PRON,PER,herself
124,26625,26625,PRON,PER,She
848,26639,26639,PRON,PER,your
849,26639,26642,NOM,FAC,your bed at Mizzou
34,26642,26642,PROP,GPE,Mizzou
124,26645,26645,PRON,PER,she
344,26649,26649,NOM,PER,Someone
851,26658,26659,NOM,FAC,the dorms
124,26663,26663,PROP,PER,Sage
668,26678,26679,NOM,PER,No one
124,26683,26683,PRON,PER,me
848,26687,26687,PRON,PER,you
848,26697,26697,PRON,PER,you
124,26708,26708,PROP,PER,Sage
0,26718,26718,PRON,PER,I
848,26726,26726,PRON,PER,you
124,26729,26729,PRON,PER,She
0,26733,26733,PRON,PER,my
0,26740,26740,PRON,PER,I
848,26742,26742,PRON,PER,you
0,26744,26744,PRON,PER,I
34,26748,26748,PROP,GPE,Mizzou
848,26756,26756,PRON,PER,me
124,26758,26758,PROP,PER,Sage
332,26762,26762,NOM,FAC,home
554,26764,26765,NOM,ORG,high school
124,26768,26768,PRON,PER,she
124,26776,26776,PRON,PER,her
2357,26776,26777,NOM,PER,her parents
2357,26783,26783,PRON,PER,their
124,26791,26791,PROP,PER,Sage
848,26793,26793,PRON,PER,I
852,26797,26797,PRON,PER,we
848,26803,26803,PRON,PER,me
124,26806,26806,PROP,PER,Sage
852,26810,26810,PRON,PER,We
601,26816,26817,NOM,PER,each other
848,26826,26826,PRON,PER,You
124,26830,26830,PRON,PER,she
0,26837,26837,PRON,PER,I
852,26841,26841,PRON,PER,we
0,26853,26853,PRON,PER,My
0,26858,26858,PRON,PER,I
0,26862,26862,PRON,PER,my
124,26865,26865,PRON,PER,her
124,26868,26868,PROP,PER,Sage
124,26884,26884,PRON,PER,She
848,26889,26889,PRON,PER,you
108,26893,26893,PROP,PER,Logan
124,26896,26896,PRON,PER,She
2603,26906,26908,NOM,FAC,the Witherspoon trailer
108,26924,26924,PRON,PER,I
108,26931,26931,PRON,PER,me
114,26943,26943,PROP,PER,Mom
2604,26952,26956,NOM,FAC,the clearance aisle at Target
47,26956,26956,PROP,GPE,Target
108,26958,26958,PRON,PER,I
151,26966,26967,PROP,PER,Santa Claus
108,26969,26969,PRON,PER,I
114,26972,26972,PROP,PER,Mom
117,26981,26981,PROP,PER,Laura
152,26984,26985,PROP,PER,Norman Rockwell
2378,26988,26989,NOM,PER,a family
2378,26999,26999,PRON,PER,their
2606,27005,27005,PRON,PER,his
117,27008,27008,PROP,PER,Laura
108,27012,27012,PRON,PER,I
108,27016,27016,PRON,PER,I
117,27019,27019,PRON,PER,her
34,27021,27021,PROP,GPE,Mizzou
108,27024,27024,PRON,PER,I
117,27026,27026,PRON,PER,her
124,27027,27027,PROP,PER,Sage
117,27031,27031,PRON,PER,she
108,27033,27033,PRON,PER,me
2607,27036,27036,PRON,PER,our
2608,27036,27038,NOM,PER,our first daughter
117,27040,27040,PRON,PER,her
108,27042,27042,PRON,PER,I
110,27049,27049,PROP,PER,Jack
2609,27049,27051,NOM,FAC,Jack ’s house
120,27053,27053,PROP,PER,Tim
136,27055,27055,PROP,PER,Dawn
110,27057,27057,PROP,PER,Jack
2610,27057,27060,NOM,PER,Jack ’s younger brother
153,27061,27061,PROP,PER,Matt
2611,27064,27067,NOM,PER,a few other people
2607,27069,27069,PRON,PER,We
108,27086,27086,PRON,PER,I
2374,27091,27091,NOM,PER,Friends
120,27107,27107,PROP,PER,Tim
136,27109,27109,PROP,PER,Dawn
2613,27111,27111,PRON,PER,they
2607,27119,27119,PRON,PER,We
2613,27123,27123,PRON,PER,them
2607,27134,27134,PRON,PER,we
110,27147,27147,PROP,PER,Jack
110,27151,27151,PRON,PER,his
2614,27151,27152,NOM,PER,his dad
2615,27157,27160,NOM,PER,The only couple there
108,27163,27163,PRON,PER,I
2607,27171,27171,PRON,PER,we
108,27180,27180,PRON,PER,I
112,27184,27184,PROP,PER,Brenda
112,27186,27186,PRON,PER,she
108,27189,27189,PRON,PER,me
112,27200,27200,PRON,PER,she
108,27204,27204,PRON,PER,me
2607,27209,27209,PRON,PER,we
2616,27212,27213,NOM,PER,other people
110,27216,27216,PROP,PER,Jack
108,27223,27223,PRON,PER,my
110,27233,27233,PRON,PER,he
110,27240,27240,PROP,PER,Jack
0,27252,27252,PRON,PER,me
124,27259,27259,PROP,PER,Sage
411,27262,27262,NOM,FAC,here
124,27266,27266,PRON,PER,She
124,27273,27273,PRON,PER,I
124,27276,27276,PRON,PER,her
124,27278,27278,PRON,PER,she
124,27280,27280,PRON,PER,me
124,27286,27286,PRON,PER,She
124,27289,27289,PRON,PER,she
124,27297,27297,PRON,PER,She
2617,27314,27317,NOM,PER,the Times Square lunatics
2618,27330,27332,NOM,PER,the last president
124,27334,27334,PRON,PER,I
124,27341,27341,PRON,PER,myself
124,27353,27353,PRON,PER,I
124,27360,27360,PROP,PER,Sage
2619,27364,27364,PRON,PER,we
124,27368,27368,PRON,PER,I
2620,27373,27375,NOM,PER,some new girl
0,27384,27384,PRON,PER,I
0,27387,27387,PRON,PER,my
110,27396,27396,PROP,PER,Jack
110,27398,27398,PROP,PER,Jack
22,27403,27403,PROP,FAC,MU
2619,27405,27405,PRON,PER,We
2621,27410,27410,NOM,PER,roommates
2622,27418,27420,NOM,FAC,the same room
110,27422,27422,PROP,PER,Jack
108,27428,27428,PROP,PER,Logan
0,27439,27439,PRON,PER,I
112,27442,27442,PROP,PER,Brenda
110,27447,27447,PRON,PER,He
110,27453,27453,PRON,PER,he
112,27457,27457,PRON,PER,me
112,27461,27461,PRON,PER,I
110,27466,27466,PRON,PER,he
108,27470,27470,PRON,PER,You
112,27476,27476,PRON,PER,her
108,27479,27479,PRON,PER,you
854,27488,27488,PRON,PER,We
108,27501,27501,PRON,PER,you
112,27506,27506,PRON,PER,I
112,27524,27524,PRON,PER,I
110,27528,27528,PROP,PER,Jack
112,27531,27531,PRON,PER,I
332,27533,27533,NOM,FAC,home
112,27543,27543,PRON,PER,me
112,27546,27546,PRON,PER,I
112,27554,27554,PRON,PER,I
114,27563,27563,PROP,PER,Mom
112,27570,27570,PRON,PER,I
114,27574,27574,PRON,PER,her
112,27584,27584,PRON,PER,I
2624,27588,27590,NOM,FAC,the living room
112,27596,27596,PRON,PER,I
108,27607,27607,PRON,PER,you
124,27620,27620,PROP,PER,Sage
108,27626,27626,PROP,PER,Logan
108,27629,27629,PRON,PER,you
0,27632,27632,PRON,PER,I
0,27639,27639,PRON,PER,She
0,27641,27641,PRON,PER,her
124,27649,27649,PRON,PER,you
124,27653,27653,PRON,PER,I
124,27656,27656,PRON,PER,I
124,27671,27671,PRON,PER,I
2625,27673,27674,NOM,FAC,two driveways
124,27679,27679,PRON,PER,I
124,27682,27682,PRON,PER,I
0,27696,27696,PRON,PER,she
127,27700,27700,PROP,PER,Tammi
139,27702,27702,PROP,PER,Rob
124,27709,27709,PROP,PER,Sage
855,27713,27713,PRON,PER,They
856,27719,27719,PRON,PER,our
857,27719,27720,NOM,FAC,our house
855,27723,27723,PRON,PER,they
127,27728,27728,PROP,PER,Tammi
139,27730,27730,PROP,PER,Rob
856,27732,27732,PRON,PER,our
858,27732,27733,NOM,VEH,our truck
125,27737,27737,PROP,PER,Christ
139,27739,27739,PRON,PER,he
139,27746,27746,PRON,PER,he
139,27753,27753,PRON,PER,he
0,27759,27759,PRON,PER,I
0,27765,27765,PRON,PER,I
858,27769,27769,PRON,VEH,it
127,27776,27776,PROP,PER,Tammi
116,27784,27784,PROP,PER,Dad
127,27788,27788,PRON,PER,she
0,27791,27791,PRON,PER,I
729,27796,27797,NOM,VEH,the car
0,27801,27801,PRON,PER,I
127,27806,27806,PROP,PER,Tammi
2626,27811,27816,NOM,PER,the human crash - test dummy
124,27818,27818,PROP,PER,Sage
0,27823,27823,PRON,PER,I
0,27829,27829,PRON,PER,I
0,27831,27831,PRON,PER,I
0,27842,27842,PRON,PER,you
0,27844,27844,PRON,PER,me
0,27848,27848,PRON,PER,I
368,27852,27853,NOM,VEH,a car
114,27862,27862,PROP,PER,Mom
108,27870,27870,PRON,PER,I
114,27875,27875,PRON,PER,her
108,27881,27881,PROP,PER,Logan
124,27886,27886,PROP,PER,Sage
271,27891,27891,NOM,PER,Everyone
14,27894,27894,PROP,GPE,Columbia
116,27897,27897,PROP,PER,Dad
862,27899,27900,NOM,VEH,the truck
116,27903,27903,PRON,PER,He
127,27908,27908,PROP,PER,Tammi
863,27910,27910,PRON,PER,we
116,27917,27917,PRON,PER,I
0,27923,27923,PRON,PER,you
116,27931,27931,PRON,PER,I
116,27935,27935,PRON,PER,my
116,27938,27938,PRON,PER,I
110,27945,27945,PROP,PER,Jack
120,27947,27947,PROP,PER,Tim
154,27959,27959,PROP,PER,Grandpa
863,27962,27962,PRON,PER,us
2627,27974,27976,NOM,VEH,The family car
863,27989,27989,PRON,PER,we
2628,27998,27999,NOM,VEH,the thing
2361,28006,28007,NOM,FAC,the backyard
116,28009,28009,PRON,PER,I
116,28027,28027,PRON,PER,I
116,28029,28029,PRON,PER,I
116,28035,28035,PRON,PER,my
116,28038,28038,PRON,PER,I
380,28042,28043,NOM,FAC,the trailer
116,28047,28047,PRON,PER,my
124,28054,28054,PROP,PER,Sage
2631,28054,28056,NOM,FAC,Sage ’s house
124,28058,28058,PROP,PER,Sage
2632,28061,28077,NOM,FAC,"one of Boyer ’s few subdivisions , with newish houses owned by people who worked in Columbia"
12,28063,28063,PROP,GPE,Boyer
2633,28063,28066,NOM,FAC,Boyer ’s few subdivisions
2634,28073,28077,NOM,PER,people who worked in Columbia
14,28077,28077,PROP,GPE,Columbia
116,28090,28090,PRON,PER,my
116,28100,28100,PRON,PER,me
116,28102,28102,PRON,PER,I
124,28106,28106,PROP,PER,Sage
2631,28106,28108,NOM,FAC,Sage ’s house
2636,28110,28124,NOM,FAC,"some sort of gray , imposing structure , a place where laughter went to die"
124,28129,28129,PRON,PER,her
2357,28129,28130,NOM,PER,her parents
124,28134,28134,PRON,PER,her
124,28141,28141,PRON,PER,her
124,28149,28149,PRON,PER,her
2421,28153,28154,NOM,ORG,public school
2357,28156,28156,PRON,PER,They
2639,28160,28161,NOM,PER,humorless Puritans
116,28166,28166,PRON,PER,I
124,28168,28168,PROP,PER,Sage
2631,28168,28170,NOM,FAC,Sage ’s house
116,28172,28172,PRON,PER,I
116,28177,28177,PRON,PER,I
2631,28185,28185,PRON,FAC,It
2641,28187,28197,NOM,FAC,"a blue ranch house , probably less than five years old"
116,28202,28202,PRON,PER,my
2642,28211,28214,NOM,LOC,this side of Branson
49,28214,28214,PROP,GPE,Branson
2643,28220,28221,NOM,FAC,the yard
2644,28231,28233,NOM,PER,An inflatable snowman
2645,28236,28238,NOM,FAC,the front yard
50,28270,28271,PROP,FAC,Busch Stadium
116,28273,28273,PRON,PER,I
2646,28278,28279,NOM,FAC,the driveway
2647,28290,28291,NOM,PER,These people
2647,28298,28298,PRON,PER,They
2648,28304,28304,PRON,PER,you
51,28309,28309,PROP,GPE,Graceland
116,28311,28311,PRON,PER,I
124,28313,28313,PROP,PER,Sage
2649,28315,28316,NOM,FAC,the garage
124,28325,28325,PRON,PER,She
116,28327,28327,PRON,PER,me
124,28329,28329,PRON,PER,her
124,28332,28332,PRON,PER,she
116,28334,28334,PRON,PER,me
864,28338,28338,PRON,PER,You
865,28340,28341,NOM,PER,a lifesaver
108,28343,28343,PROP,PER,Logan
0,28345,28345,PRON,PER,I
114,28347,28347,PROP,PER,Mom
116,28349,28349,PROP,PER,Dad
0,28350,28350,PRON,PER,I
127,28356,28356,PROP,PER,Tammi
127,28359,28359,PRON,PER,she
139,28368,28368,PROP,PER,Rob
866,28371,28371,PRON,PER,we
116,28378,28378,PROP,PER,Dad
867,28381,28381,PRON,PER,they
411,28384,28384,NOM,FAC,here
864,28394,28394,PRON,PER,You
0,28400,28400,PRON,PER,I
864,28403,28403,PRON,PER,you
124,28409,28409,PRON,PER,She
0,28412,28412,PRON,PER,me
124,28414,28414,PRON,PER,she
2260,28417,28418,NOM,FAC,the house
0,28421,28421,PRON,PER,I
0,28426,28426,PRON,PER,I
155,28429,28430,PROP,PER,John Wayne
0,28454,28454,PRON,PER,I
0,28463,28463,PRON,PER,I
124,28470,28470,PROP,PER,Sage
124,28475,28475,PRON,PER,she
0,28481,28481,PRON,PER,I
124,28486,28486,PRON,PER,her
862,28488,28489,NOM,VEH,The truck
0,28505,28505,PRON,PER,I
2652,28509,28509,NOM,PER,cars
864,28526,28526,PRON,PER,you
0,28533,28533,PRON,PER,I
0,28540,28540,PRON,PER,my
0,28549,28549,PRON,PER,I
0,28554,28554,PRON,PER,I
0,28559,28559,PRON,PER,I
139,28563,28563,PROP,PER,Rob
2653,28570,28570,PRON,PER,They
0,28580,28580,PRON,PER,I
124,28583,28583,PROP,PER,Sage
2654,28585,28585,PRON,PER,we
108,28599,28600,PROP,PER,Logan Witherspoon
108,28602,28602,PRON,PER,you
0,28604,28604,PRON,PER,my
869,28604,28605,NOM,PER,my hero
124,28609,28609,PROP,PER,Sage
124,28616,28616,PRON,PER,She
726,28620,28621,NOM,PER,the driver
124,28630,28630,PRON,PER,her
0,28635,28635,PRON,PER,you
108,28641,28641,PRON,PER,I
124,28653,28653,PRON,PER,she
108,28658,28658,PRON,PER,I
124,28667,28667,PROP,PER,Sage
108,28669,28669,PRON,PER,me
108,28672,28672,PRON,PER,i
2656,28676,28678,NOM,GPE,the windy city
52,28680,28680,PROP,GPE,Chicago
28,28682,28682,PROP,GPE,Illinois
108,28685,28685,PRON,PER,I
124,28692,28692,PROP,PER,Sage
156,28705,28705,PROP,PER,Christmas
108,28708,28708,PRON,PER,I
124,28711,28711,PRON,PER,She
108,28717,28717,PRON,PER,me
862,28725,28726,NOM,VEH,The truck
124,28751,28751,PROP,PER,Sage
108,28754,28754,PRON,PER,me
124,28757,28757,PRON,PER,her
108,28761,28761,PROP,PER,Logan
0,28773,28773,PRON,PER,I
272,28779,28779,NOM,PER,anyone
0,28782,28782,PRON,PER,I
271,28787,28787,NOM,PER,everyone
0,28795,28795,PRON,PER,I
271,28799,28799,PRON,PER,them
108,28802,28802,PRON,PER,you
271,28807,28807,PRON,PER,I
124,28821,28821,PROP,PER,Sage
271,28824,28824,PRON,PER,me
271,28837,28837,PRON,PER,me
124,28840,28840,PRON,PER,she
271,28843,28843,PRON,PER,I
124,28848,28848,PRON,PER,she
124,28854,28854,PRON,PER,her
2357,28854,28855,NOM,PER,her parents
271,28858,28858,PRON,PER,me
124,28860,28860,PRON,PER,She
271,28863,28863,PRON,PER,me
271,28872,28872,PRON,PER,me
271,28887,28887,PRON,PER,I
862,28890,28891,NOM,VEH,the truck
271,28894,28894,PRON,PER,I
124,28900,28900,PROP,PER,Sage
124,28912,28912,PRON,PER,Her
124,28916,28916,PRON,PER,her
124,28920,28920,PRON,PER,her
271,28932,28932,PRON,PER,My
271,28939,28939,PRON,PER,my
271,28944,28944,PRON,PER,I
2660,28953,28955,NOM,PER,many wayward teens
271,28961,28961,PRON,PER,I
124,28964,28964,PROP,PER,Sage
124,28969,28969,PRON,PER,she
2661,28971,28976,NOM,PER,the one who ’d been shocked
271,28979,28979,PRON,PER,me
271,28981,28981,PRON,PER,my
124,28985,28985,PRON,PER,she
271,28987,28987,PRON,PER,me
2473,28989,28990,NOM,FAC,the kitchen
271,28993,28993,PRON,PER,my
271,29013,29013,PRON,PER,I
124,29019,29019,PROP,PER,Sage
271,29024,29024,PRON,PER,I
124,29028,29028,PRON,PER,she
0,29038,29038,PRON,PER,I
872,29042,29042,PRON,PER,you
0,29047,29047,PRON,PER,I
0,29049,29049,PRON,PER,my
2624,29052,29054,NOM,FAC,the living room
2454,29066,29067,NOM,PER,the family
411,29072,29072,NOM,FAC,here
0,29099,29099,PRON,PER,me
0,29110,29110,PRON,PER,I
2666,29121,29135,NOM,PER,"a bald , unpleasant - looking man , who must have been Sage ’s father"
124,29133,29133,PROP,PER,Sage
2667,29133,29135,NOM,PER,Sage ’s father
2668,29138,29166,NOM,PER,"a woman who must have been her 95 mother because she looked exactly like Tammi . Just as short , too . And there was Tammi in elementary school"
124,29144,29144,PRON,PER,her
2669,29144,29146,NOM,PER,her 95 mother
2669,29148,29148,PRON,PER,she
127,29152,29152,PROP,PER,Tammi
127,29163,29163,PROP,PER,Tammi
2670,29165,29166,NOM,ORG,elementary school
0,29186,29186,PRON,PER,I
0,29191,29191,PRON,PER,I
124,29196,29196,PROP,PER,Sage
0,29199,29199,PRON,PER,me
124,29206,29206,PRON,PER,her
873,29214,29214,PRON,PER,you
124,29221,29221,PRON,PER,she
0,29224,29224,PRON,PER,I
0,29229,29229,PRON,PER,I
272,29241,29241,NOM,PER,anyone
0,29247,29247,PRON,PER,I
157,29253,29253,PROP,PER,...
0,29258,29258,PRON,PER,I
124,29260,29260,PROP,PER,Sage
0,29265,29265,PRON,PER,me
124,29268,29268,PRON,PER,she
108,29277,29277,PROP,PER,Logan
124,29279,29279,PRON,PER,My
2301,29279,29280,NOM,PER,My parents
124,29283,29283,PRON,PER,me
2301,29285,29285,PRON,PER,they
108,29287,29287,PRON,PER,you
0,29291,29291,PRON,PER,I
124,29295,29295,PROP,PER,Sage
0,29306,29306,PRON,PER,me
108,29322,29322,PRON,PER,you
108,29324,29324,PRON,PER,your
124,29337,29337,PROP,PER,Sage
0,29341,29341,PRON,PER,You
124,29347,29347,PRON,PER,She
874,29353,29359,NOM,PER,a spoiled thirteen - year - old
124,29366,29366,PRON,PER,her
0,29372,29372,PRON,PER,me
124,29373,29373,PRON,PER,her
0,29379,29379,PRON,PER,I
124,29385,29385,PRON,PER,me
0,29388,29388,PRON,PER,I
124,29393,29393,PROP,PER,Sage
124,29398,29398,PRON,PER,She
124,29401,29401,PRON,PER,her
0,29407,29407,PRON,PER,I
124,29412,29412,PRON,PER,She
0,29414,29414,PRON,PER,me
124,29416,29416,PRON,PER,she
145,29422,29422,PROP,PER,God
124,29424,29424,PRON,PER,she
0,29427,29427,PRON,PER,me
124,29431,29431,PRON,PER,she
0,29433,29433,PRON,PER,me
124,29435,29435,PRON,PER,her
0,29437,29437,PRON,PER,I
2649,29440,29441,NOM,FAC,the garage
0,29445,29445,PRON,PER,my
